uid,locno,DAYNO,stime,etime,X_PUBLIC,Y_PUBLIC
421,4000577_1,10001432,1,1170324900,1170333600,-87.63,41.93
422,4000577_1,10001357,1,1170336000,1170336900,-87.69,42.07
423,4000577_1,94000577,1,1170337500,1170343800,-87.73,42.09
424,4000577_1,10001593,1,1170344280,1170345120,-87.71,42.07
425,4000577_1,10001631,1,1170345480,1170346500,-87.68,42.06
426,4000577_1,94000577,1,1170347400,1170352200,-87.73,42.09
427,4000577_1,10001690,1,1170352800,1170353400,-87.71,42.07
428,4000577_1,94000577,1,1170354000,1170354600,-87.73,42.09
429,4000577_1,94000577,1,1170355800,1170367200,-87.73,42.09
430,4000577_1,94000577,1,1170369000,1170298740,-87.73,42.09
431,4000647_1,94000647,1,1170298800,1170314100,-88.2,41.68
432,4000647_1,20011739,1,1170316200,1170352200,-88.21,41.76
433,4000647_1,94000647,1,1170354900,1170298740,-88.2,41.68
434,4000647_1,94000647,2,1170385200,1170400500,-88.2,41.68
435,4000647_1,20011739,2,1170402300,1170436500,-88.21,41.76
436,4000647_1,94000647,2,1170445200,1170385140,-88.2,41.68
437,4000647_2,94000647,1,1170298800,1170312600,-88.2,41.68
438,4000647_2,20000137,1,1170315600,1170347400,-88.09,41.86
439,4000647_2,94000647,1,1170351000,1170298740,-88.2,41.68
440,4000647_2,94000647,2,1170385200,1170399600,-88.2,41.68
441,4000647_2,20001911,2,1170401100,1170401400,-88.13,41.79
442,4000647_2,20000137,2,1170403200,1170433800,-88.09,41.86
443,4000647_2,20001911,2,1170435600,1170436500,-88.13,41.79
444,4000647_2,94000647,2,1170439200,1170385140,-88.2,41.68
445,4000663_1,94000663,1,1170298800,1170360240,-87.85,41.73
446,4000663_1,20001310,1,1170360720,1170370620,-87.87,41.78
447,4000663_1,94000663,1,1170371100,1170371700,-87.85,41.73
448,4000663_1,20001493,1,1170372300,1170374040,-87.84,41.77
449,4000663_1,20001572,1,NA,1170298740,-87.6,41.79
450,4000663_1,20001572,2,1170385200,1170394200,-87.6,41.79
451,4000663_1,94000663,2,1170396300,1170405900,-87.85,41.73
452,4000663_1,20001758,2,1170406200,1170406500,-87.84,41.77
453,4000663_1,20001572,2,1170409500,1170425400,-87.6,41.79
454,4000663_1,20001859,2,1170427920,1170429180,-87.84,41.77
455,4000663_1,94000663,2,1170429360,1170434400,-87.85,41.73
456,4000663_1,20001946,2,1170434760,1170436500,-87.86,41.8
457,4000663_1,94000663,2,1170436680,1170385140,-87.85,41.73
458,4000663_2,94000663,1,1170298800,1170315000,-87.85,41.73
459,4000663_2,20001758,1,1170315300,1170315600,-87.84,41.77
460,4000663_2,20002081,1,1170315900,1170323400,-87.88,41.68
461,4000663_2,94000663,1,1170323700,1170334800,-87.85,41.73
462,4000663_2,20002122,1,1170335400,1170337500,-87.89,41.74
463,4000663_2,94000663,1,1170338100,1170371700,-87.85,41.73
464,4000663_2,20001493,1,1170372300,1170374040,-87.84,41.77
465,4000663_2,20001572,1,NA,1170298740,-87.6,41.79
466,4000663_2,20001572,2,1170385200,1170394200,-87.6,41.79
467,4000663_2,94000663,2,1170396300,1170399600,-87.85,41.73
468,4000663_2,20001758,2,1170399900,1170401100,-87.84,41.77
469,4000663_2,20002081,2,1170401700,1170409200,-87.88,41.68
470,4000663_2,94000663,2,1170409800,1170411300,-87.85,41.73
471,4000663_2,20001572,2,1170413400,1170415200,-87.6,41.79
472,4000663_2,94000663,2,1170417600,1170423900,-87.85,41.73
473,4000663_2,20001572,2,1170426000,1170429300,-87.6,41.79
474,4000663_2,94000663,2,1170432300,1170433800,-87.85,41.73
475,4000663_2,20001859,2,1170434100,1170435300,-87.84,41.77
476,4000663_2,94000663,2,1170435600,1170385140,-87.85,41.73
477,4000680_1,94000680,1,1170298800,1170345600,-87.77,41.51
478,4000680_1,20003759,1,1170346500,1170374400,-87.72,41.57
479,4000680_1,94000680,1,NA,1170298740,-87.77,41.51
480,4000680_1,20010581,2,1170385200,1170396000,-87.7,41.59
481,4000680_1,94000680,2,1170397800,1170385140,-87.77,41.51
482,4000680_2,94000680,1,1170298800,1170315900,-87.77,41.51
483,4000680_2,20003571,1,1170317400,1170342000,-87.66,41.51
484,4000680_2,94000680,1,1170342900,1170298740,-87.77,41.51
485,4000680_2,94000680,2,1170385200,1170402300,-87.77,41.51
486,4000680_2,20003571,2,1170403800,1170428400,-87.66,41.51
487,4000680_2,94000680,2,1170429300,1170385140,-87.77,41.51
488,4000680_3,94000680,1,1170298800,1170300600,-87.77,41.51
489,4000680_3,20010293,1,1170300900,1170334800,-87.72,41.49
490,4000680_3,94000680,1,1170335100,1170298740,-87.77,41.51
491,4000680_3,94000680,2,1170385200,1170387000,-87.77,41.51
492,4000680_3,20010293,2,1170387300,1170421200,-87.72,41.49
493,4000680_3,94000680,2,1170421500,1170385140,-87.77,41.51
494,4000680_4,94000680,1,1170298800,1170315900,-87.77,41.51
495,4000680_4,20003554,1,1170318300,1170342000,-87.75,41.48
496,4000680_4,94000680,1,1170344700,1170298740,-87.77,41.51
497,4000680_4,94000680,2,1170385200,1170402300,-87.77,41.51
498,4000680_4,20003554,2,1170404700,1170428400,-87.75,41.48
499,4000680_4,94000680,2,1170431100,1170385140,-87.77,41.51
500,4000680_5,94000680,1,1170298800,1170315900,-87.77,41.51
501,4000680_5,20003555,1,1170318300,1170342000,-87.75,41.48
502,4000680_5,94000680,1,1170344700,1170298740,-87.77,41.51
503,4000680_5,94000680,2,1170385200,1170402300,-87.77,41.51
504,4000680_5,20003555,2,1170404700,1170428400,-87.75,41.48
505,4000680_5,94000680,2,1170431100,1170385140,-87.77,41.51
506,4000695_1,94000695,1,1170298800,1170317700,-87.71,42
507,4000695_1,20001311,1,1170319680,1170319740,-87.74,41.78
508,4000695_1,20001403,1,1170321600,1170325800,-87.73,41.98
509,4000695_1,94000695,1,1170326700,1170298740,-87.71,42
510,4000695_1,94000695,2,1170385200,1170397500,-87.71,42
511,4000695_1,20010882,2,1170398340,1170425700,-87.73,42.05
512,4000695_1,20001712,2,1170426180,1170427200,-87.75,42.05
513,4000695_1,20001759,2,1170427500,1170432360,-87.73,42.05
514,4000695_1,94000695,2,1170433800,1170385140,-87.71,42
515,4000695_2,94000695,1,1170298800,1170315900,-87.71,42
516,4000695_2,20001912,1,1170316500,1170328500,-87.73,41.98
517,4000695_2,94000695,1,1170329400,1170352800,-87.71,42
518,4000695_2,94000695,1,1170354600,1170298740,-87.71,42
519,4000695_2,94000695,2,1170385200,1170401400,-87.71,42
520,4000695_2,20010247,2,1170403200,1170435600,-87.66,41.98
521,4000695_2,94000695,2,1170437400,1170385140,-87.71,42
522,4000698_1,94000698,1,1170298800,1170298740,-87.75,42.11
523,4000698_2,94000698,1,1170298800,1170334800,-87.75,42.11
524,4000698_2,10001358,1,1170335100,1170336000,-87.79,42.11
525,4000698_2,94000698,1,1170336300,1170351000,-87.75,42.11
526,4000698_2,10001495,1,1170351900,1170358380,-87.69,42.07
527,4000698_2,10001553,1,1170358500,1170360900,-87.69,42.07
528,4000698_2,94000698,1,1170361800,1170298740,-87.75,42.11
529,4000701_1,94000701,1,1170298800,1170316200,-87.99,42.07
530,4000701_1,10009664,1,1170319500,1170352200,-87.63,41.88
531,4000701_1,94000701,1,1170355800,1170298740,-87.99,42.07
532,4000701_2,94000701,1,1170298800,1170319800,-87.99,42.07
533,4000701_2,10001496,1,1170320400,1170324000,-87.98,42.08
534,4000701_2,10001554,1,1170324120,1170324180,-87.98,42.08
535,4000701_2,10001594,1,1170324900,1170329400,-88.03,42.17
536,4000701_2,94000701,1,1170330300,1170345600,-87.99,42.07
537,4000701_2,10001664,1,1170346200,1170348600,-88.01,42.08
538,4000701_2,94000701,1,1170349200,1170298740,-87.99,42.07
539,4000701_3,94000701,1,1170298800,1170319800,-87.99,42.07
540,4000701_3,10009664,1,1170320400,1170324000,-87.63,41.88
541,4000701_3,10001554,1,1170324120,1170324180,-87.98,42.08
542,4000701_3,10001594,1,1170324900,1170329400,-88.03,42.17
543,4000701_3,94000701,1,1170330300,1170345600,-87.99,42.07
544,4000701_3,10001554,1,1170346200,1170348600,-87.98,42.08
545,4000701_3,94000701,1,1170349200,1170298740,-87.99,42.07
546,4000701_4,94000701,1,1170298800,1170319800,-87.99,42.07
547,4000701_4,10009664,1,1170320400,1170324000,-87.63,41.88
548,4000701_4,10001554,1,1170324120,1170324180,-87.98,42.08
549,4000701_4,10001594,1,1170324900,1170329400,-88.03,42.17
550,4000701_4,94000701,1,1170330300,1170345600,-87.99,42.07
551,4000701_4,10001664,1,1170346200,1170348600,-88.01,42.08
552,4000701_4,94000701,1,1170349200,1170298740,-87.99,42.07
553,4000709_1,94000709,1,1170298800,1170310200,-88.16,41.79
554,4000709_1,20010886,1,1170312600,1170352200,-87.63,41.87
555,4000709_1,94000709,1,1170354900,1170298740,-88.16,41.79
556,4000709_1,94000709,2,1170385200,1170397800,-88.16,41.79
557,4000709_1,20010886,2,1170400500,1170435900,-87.63,41.87
558,4000709_1,94000709,2,1170438300,1170385140,-88.16,41.79
559,4000709_2,94000709,1,1170298800,1170324900,-88.16,41.79
560,4000709_2,20003768,1,1170325500,1170328500,-88.13,41.79
561,4000709_2,94000709,1,1170329100,1170298740,-88.16,41.79
562,4000709_2,94000709,2,1170385200,1170406500,-88.16,41.79
563,4000709_2,20003811,2,1170406800,1170407400,-88.13,41.79
564,4000709_2,20003747,2,1170408300,1170412800,-88.16,41.76
565,4000709_2,94000709,2,1170414000,1170415500,-88.16,41.79
566,4000709_2,20003811,2,1170415800,1170416400,-88.13,41.79
567,4000709_2,94000709,2,1170416700,1170385140,-88.16,41.79
568,4000709_3,94000709,1,1170298800,1170324900,-88.16,41.79
569,4000709_3,20003768,1,1170325500,1170328500,-88.13,41.79
570,4000709_3,94000709,1,1170329100,1170298740,-88.16,41.79
571,4000709_3,94000709,2,1170385200,1170406500,-88.16,41.79
572,4000709_3,20003550,2,1170406800,1170416400,-88.16,41.78
573,4000709_3,94000709,2,1170416700,1170385140,-88.16,41.79
574,4000709_4,94000709,1,1170298800,1170324900,-88.16,41.79
575,4000709_4,20003768,1,1170325500,1170328500,-88.13,41.79
576,4000709_4,94000709,1,1170329100,1170298740,-88.16,41.79
577,4000709_4,94000709,2,1170385200,1170406200,-88.16,41.79
578,4000709_4,20003551,2,1170406800,1170416400,-88.16,41.78
579,4000709_4,94000709,2,1170416700,1170385140,-88.16,41.79
580,4000717_1,94000717,1,1170298800,1170314700,-87.53,41.56
581,4000717_1,20001312,1,1170315780,1170318600,NA,NA
582,4000717_1,20001404,1,1170319500,1170323400,NA,NA
583,4000717_1,20001494,1,1170324600,1170342300,-87.5,41.68
584,4000717_1,94000717,1,1170344100,1170298740,-87.53,41.56
585,4000717_1,94000717,2,1170385200,1170400620,-87.53,41.56
586,4000717_1,20001312,2,1170401700,1170412200,NA,NA
587,4000717_1,20008020,2,1170413100,1170414000,-87.51,41.57
588,4000717_1,20008006,2,1170414600,1170415200,-87.51,41.59
589,4000717_1,20010896,2,1170415800,1170430500,-87.51,41.6
590,4000717_1,94000717,2,1170431700,1170385140,-87.53,41.56
591,4000717_2,94000717,1,1170298800,1170314100,-87.53,41.56
592,4000717_2,20010255,1,1170314400,1170320400,-87.54,41.58
593,4000717_2,20002017,1,1170321300,1170331200,-87.53,41.59
594,4000717_2,20010327,1,1170332100,1170333600,-87.56,41.57
595,4000717_2,94000717,1,1170334200,1170340500,-87.53,41.56
596,4000717_2,20010255,1,1170340800,1170345600,-87.54,41.58
597,4000717_2,94000717,1,1170346200,1170354600,-87.53,41.56
598,4000717_2,20002135,1,1170354900,1170363600,-87.53,41.56
599,4000717_2,94000717,1,1170363900,1170298740,-87.53,41.56
600,4000717_2,94000717,2,1170385200,1170400800,-87.53,41.56
601,4000717_2,20010255,2,1170401100,1170407100,-87.54,41.58
602,4000717_2,94000717,2,1170407700,1170411600,-87.53,41.56
603,4000717_2,20010327,2,1170412200,1170412500,-87.56,41.57
604,4000717_2,94000717,2,1170413100,1170424800,-87.53,41.56
605,4000717_2,20008104,2,1170425100,1170426600,-87.51,41.55
606,4000717_2,20010255,2,1170427200,1170432000,-87.54,41.58
607,4000717_2,94000717,2,1170432600,1170443100,-87.53,41.56
608,4000717_2,20008012,2,1170444600,1170449100,-87.63,41.51
609,4000717_2,94000717,2,1170450900,1170385140,-87.53,41.56
610,4000717_3,94000717,1,1170298800,1170327180,-87.53,41.56
611,4000717_3,20010327,1,1170327600,1170338700,-87.56,41.57
612,4000717_3,94000717,1,1170339300,1170357600,-87.53,41.56
613,4000717_3,20008104,1,1170357900,1170358800,-87.51,41.55
614,4000717_3,94000717,1,1170359100,1170363600,-87.53,41.56
615,4000717_3,20002282,1,1170363900,1170364200,-87.53,41.56
616,4000717_3,94000717,1,1170364320,1170298740,-87.53,41.56
617,4000717_3,94000717,2,1170385200,1170411900,-87.53,41.56
618,4000717_3,20010327,2,1170412440,1170425400,-87.56,41.57
619,4000717_3,94000717,2,1170426000,1170444600,-87.53,41.56
620,4000717_3,20008012,2,1170444900,1170449100,-87.63,41.51
621,4000717_3,94000717,2,1170450900,1170385140,-87.53,41.56
622,4000717_4,94000717,1,1170298800,1170319800,-87.53,41.56
623,4000717_4,20009770,1,1170320400,1170344100,-87.53,41.56
624,4000717_4,94000717,1,1170344700,1170357000,-87.53,41.56
625,4000717_4,20008104,1,1170357900,1170358800,-87.51,41.55
626,4000717_4,94000717,1,1170359100,1170298740,-87.53,41.56
627,4000717_4,94000717,2,1170385200,1170405900,-87.53,41.56
628,4000717_4,20009770,2,1170406200,1170430500,-87.53,41.56
629,4000717_4,94000717,2,1170431100,1170443100,-87.53,41.56
630,4000717_4,20008012,2,1170444600,1170449100,-87.63,41.51
631,4000717_4,94000717,2,1170450900,1170385140,-87.53,41.56
632,4000719_1,94000719,1,1170298800,1170326100,-88.13,42.11
633,4000719_1,20008269,1,1170326400,1170328500,-88.18,42.11
634,4000719_1,94000719,1,1170329100,1170333000,-88.13,42.11
635,4000719_1,20008363,1,1170333600,1170335400,-88.1,42.08
636,4000719_1,20008354,1,1170335520,1170335580,-88.04,42.07
637,4000719_1,94000719,1,1170336300,1170354900,-88.13,42.11
638,4000719_1,20008320,1,1170355500,1170356100,-88.13,42.11
639,4000719_1,94000719,1,1170356700,1170298740,-88.13,42.11
640,4000719_1,94000719,2,1170385200,1170419400,-88.13,42.11
641,4000719_1,20008363,2,1170420000,1170420300,-88.1,42.08
642,4000719_1,94000719,2,1170420900,1170385140,-88.13,42.11
643,4000719_2,94000719,1,1170298800,1170298740,-88.13,42.11
644,4000719_2,94000719,2,1170385200,1170432000,-88.13,42.11
645,4000719_2,20008347,2,1170432300,1170433500,-88.13,42.11
646,4000719_2,20008318,2,1170434100,1170437400,-88.01,42.09
647,4000719_2,94000719,2,1170438000,1170385140,-88.13,42.11
648,4000719_3,94000719,1,1170298800,1170307200,-88.13,42.11
649,4000719_3,20008374,1,1170310200,1170323400,-87.82,41.69
650,4000719_3,20008332,1,1170327540,1170330000,-87.98,42.09
651,4000719_3,20008374,1,1170333600,1170351000,-87.82,41.69
652,4000719_3,94000719,1,1170355500,1170298740,-88.13,42.11
653,4000719_3,94000719,2,1170385200,1170442800,-88.13,42.11
654,4000719_3,20008285,2,1170443700,1170445020,-88.05,42.05
655,4000719_3,20008411,2,1170445380,1170445740,-88.08,42.05
656,4000719_3,94000719,2,1170446700,1170385140,-88.13,42.11
657,4000762_1,94000762,1,1170298800,1170298740,-87.94,41.93
658,4000762_1,94000762,2,1170385200,1170424800,-87.94,41.93
659,4000762_1,20001405,2,1170424980,1170435000,-87.94,41.93
660,4000762_1,20001495,2,1170435900,1170438000,-87.94,41.93
661,4000762_1,94000762,2,1170438300,1170385140,-87.94,41.93
662,4000764_1,94000764,1,1170298800,1170307800,-87.75,41.58
663,4000764_1,20010642,1,1170309000,1170339900,-87.75,41.42
664,4000764_1,20001406,1,1170345600,1170358200,-87.7,41.56
665,4000764_1,20001496,1,1170359100,1170360000,-87.75,41.58
666,4000764_1,20001573,1,1170360600,1170360720,-87.77,41.59
667,4000764_1,20001639,1,1170361800,1170361920,-87.75,41.58
668,4000764_1,94000764,1,1170362100,1170298740,-87.75,41.58
669,4000764_1,94000764,2,1170385200,1170394200,-87.75,41.58
670,4000764_1,20010642,2,1170395100,1170426300,-87.75,41.42
671,4000764_1,20002018,2,1170428400,1170432000,-87.75,41.58
672,4000764_1,94000764,2,1170433800,1170385140,-87.75,41.58
673,4000764_2,94000764,1,1170298800,1170341100,-87.75,41.58
674,4000764_2,20010084,1,1170343800,1170374340,-87.63,41.88
675,4000764_2,20001860,1,NA,NA,-87.73,41.61
676,4000764_2,94000764,1,NA,1170298740,-87.75,41.58
677,4000764_2,94000764,2,1170385200,1170427500,-87.75,41.58
678,4000764_2,20010084,2,1170430200,1170460800,-87.63,41.88
679,4000764_2,20001860,2,NA,NA,-87.73,41.61
680,4000764_2,94000764,2,NA,1170385140,-87.75,41.58
681,4000798_1,94000798,1,1170298800,1170319980,-87.7,42.05
682,4000798_1,10001265,1,1170321300,1170331080,-87.66,41.98
683,4000798_1,94000798,1,1170332160,1170333960,-87.7,42.05
684,4000798_1,10001433,1,1170334740,1170341880,-87.75,42.05
685,4000798_1,94000798,1,1170342900,1170298740,-87.7,42.05
686,4000798_2,94000798,1,1170298800,1170298740,-87.7,42.05
687,4000820_1,94000820,1,1170298800,1170298740,-87.96,42.27
688,4000820_1,94000820,2,1170385200,1170399300,-87.96,42.27
689,4000820_1,20010372,2,1170400380,1170434220,-87.93,42.19
690,4000820_1,20001947,2,1170435000,1170436260,-87.95,42.22
691,4000820_1,20001978,2,1170436500,1170437880,-87.96,42.24
692,4000820_1,94000820,2,1170438480,1170385140,-87.96,42.27
693,4000820_2,94000820,1,1170298800,1170315960,-87.96,42.27
694,4000820_2,20001407,1,1170316080,1170316200,-87.96,42.27
695,4000820_2,20001497,1,1170316620,1170354780,-87.94,42.29
696,4000820_2,94000820,1,1170355140,1170358500,-87.96,42.27
697,4000820_2,20001640,1,1170358740,1170358800,-87.98,42.27
698,4000820_2,20001713,1,1170358860,1170358920,-87.98,42.27
699,4000820_2,20001761,1,1170359460,1170360060,-87.95,42.22
700,4000820_2,94000820,1,1170360600,1170298740,-87.96,42.27
701,4000820_2,94000820,2,1170385200,1170398820,-87.96,42.27
702,4000820_2,20001407,2,1170398880,1170399000,-87.96,42.27
703,4000820_2,20001497,2,1170399300,1170439920,-87.94,42.29
704,4000820_2,94000820,2,1170440280,1170385140,-87.96,42.27
705,4000832_1,94000832,1,1170298800,1170318060,-88.02,41.84
706,4000832_1,10001266,1,1170318300,1170318480,-88.02,41.84
707,4000832_1,10009216,1,1170319620,1170351000,-88.16,41.79
708,4000832_1,94000832,1,1170351600,1170355920,-88.02,41.84
709,4000832_1,94000832,1,1170357720,1170298740,-88.02,41.84
710,4000832_2,94000832,1,1170298800,1170310500,-88.02,41.84
711,4000832_2,10008656,1,1170310560,1170310740,-88.01,41.86
712,4000832_2,94000832,1,1170311100,1170313440,-88.02,41.84
713,4000832_2,10008519,1,1170313800,1170314100,-87.63,41.87
714,4000832_2,10001691,1,1170314880,1170315000,-87.9,41.88
715,4000832_2,10008799,1,1170315300,1170334380,-87.85,41.91
716,4000832_2,10001725,1,1170334680,1170337200,-87.87,41.92
717,4000832_2,10008799,1,1170337680,1170348600,-87.85,41.91
718,4000832_2,94000832,1,1170350400,1170350880,-88.02,41.84
719,4000832_2,10008519,1,1170351300,1170351600,-87.63,41.87
720,4000832_2,10001755,1,1170351780,1170352140,-88,41.88
721,4000832_2,94000832,1,1170352500,1170355320,-88.02,41.84
722,4000832_2,10001768,1,1170355980,1170359880,-88,41.88
723,4000832_2,94000832,1,1170360360,1170364380,-88.02,41.84
724,4000832_2,10008519,1,1170364560,1170364620,-87.63,41.87
725,4000832_2,94000832,1,1170364800,1170298740,-88.02,41.84
726,4000832_3,94000832,1,1170298800,1170313500,-88.02,41.84
727,4000832_3,10008519,1,1170313800,1170340680,-87.63,41.87
728,4000832_3,94000832,1,1170341760,1170350880,-88.02,41.84
729,4000832_3,10008519,1,1170351300,1170364620,-87.63,41.87
730,4000832_3,94000832,1,1170364980,1170298740,-88.02,41.84
731,4000832_4,94000832,1,1170298800,1170310680,-88.02,41.84
732,4000832_4,10008656,1,1170310920,1170341100,-88.01,41.86
733,4000832_4,94000832,1,1170342000,1170350880,-88.02,41.84
734,4000832_4,10008519,1,1170351300,1170351420,-87.63,41.87
735,4000832_4,10001755,1,1170351600,1170359880,-88,41.88
736,4000832_4,94000832,1,1170360000,1170298740,-88.02,41.84
737,4000832_5,94000832,1,1170298800,1170318060,-88.02,41.84
738,4000832_5,10008746,1,1170318300,1170342900,-87.63,41.88
739,4000832_5,94000832,1,1170343800,1170355320,-88.02,41.84
740,4000832_5,10001790,1,1170355980,1170359880,-88,41.88
741,4000832_5,94000832,1,1170360000,1170298740,-88.02,41.84
742,4000850_1,94000850,1,1170298800,1170313200,-87.63,41.9
743,4000850_1,20007721,1,1170315000,1170333000,-87.66,41.89
744,4000850_1,94000850,1,1170335400,1170298740,-87.63,41.9
745,4000850_1,94000850,2,1170385200,1170400200,-87.63,41.9
746,4000850_1,20007721,2,1170402000,1170431400,-87.66,41.89
747,4000850_1,20001641,2,1170432300,1170432600,-87.77,41.89
748,4000850_1,94000850,2,1170435000,1170385140,-87.63,41.9
749,4000850_2,94000850,1,1170298800,1170336600,-87.63,41.9
750,4000850_2,20001809,1,1170337800,1170340200,-87.63,41.9
751,4000850_2,94000850,1,1170340800,1170298740,-87.63,41.9
752,4000850_2,94000850,2,1170385200,1170417300,-87.63,41.9
753,4000850_2,20001948,2,1170417600,1170421200,-87.63,41.9
754,4000850_2,94000850,2,1170421500,1170424800,-87.63,41.9
755,4000850_2,20001641,2,1170428520,1170432600,-87.77,41.89
756,4000850_2,94000850,2,1170435000,1170435120,-87.63,41.9
757,4000850_2,20002082,2,1170437400,1170443400,-87.58,41.8
758,4000850_2,94000850,2,1170445200,1170385140,-87.63,41.9
759,4000866_1,94000866,1,1170298800,1170316200,-88.33,41.76
760,4000866_1,10001267,1,1170316320,1170316500,-88.33,41.76
761,4000866_1,10008520,1,1170316920,1170317400,NA,NA
762,4000866_1,94000866,1,1170317760,1170338400,-88.33,41.76
763,4000866_1,10008657,1,1170338760,1170340200,-88.46,42.31
764,4000866_1,94000866,1,1170340560,1170342600,-88.33,41.76
765,4000866_1,10008520,1,1170342900,1170343200,NA,NA
766,4000866_1,94000866,1,1170343500,1170351900,-88.33,41.76
767,4000866_1,10001666,1,1170352800,1170353400,NA,NA
768,4000866_1,10001692,1,1170358200,1170361800,-88.31,41.9
769,4000866_1,10001666,1,1170363600,1170364500,NA,NA
770,4000866_1,94000866,1,1170365400,1170298740,-88.33,41.76
771,4000866_2,94000866,1,1170298800,1170351900,-88.33,41.76
772,4000866_2,10008813,1,1170352800,1170293400,-88.3,41.76
773,4000866_2,94000866,1,1170294300,1170298740,-88.33,41.76
774,4000866_3,94000866,1,1170298800,1170316200,-88.33,41.76
775,4000866_3,10001267,1,1170316320,1170316500,-88.33,41.76
776,4000866_3,10008520,1,1170316920,1170343200,NA,NA
777,4000866_3,94000866,1,1170343500,1170351900,-88.33,41.76
778,4000866_3,10001666,1,1170352800,1170364500,NA,NA
779,4000866_3,94000866,1,1170365400,1170298740,-88.33,41.76
780,4000866_4,94000866,1,1170298800,1170316200,-88.33,41.76
781,4000866_4,10001267,1,1170316320,1170316500,-88.33,41.76
782,4000866_4,10008657,1,1170316920,1170340200,-88.46,42.31
783,4000866_4,94000866,1,1170340560,1170351900,-88.33,41.76
784,4000866_4,10001666,1,1170352800,1170364500,NA,NA
785,4000866_4,94000866,1,1170365400,1170298740,-88.33,41.76
786,4000890_1,94000890,1,1170298800,1170313200,-88.11,41.68
787,4000890_1,10009248,1,1170315900,1170331200,-87.98,41.7
788,4000890_1,94000890,1,1170332100,1170334200,-88.11,41.68
789,4000890_1,10009248,1,1170335100,1170348300,-87.98,41.7
790,4000890_1,94000890,1,1170350700,1170298740,-88.11,41.68
791,4000890_2,94000890,1,1170298800,1170315000,-88.11,41.68
792,4000890_2,10005903,1,1170315900,1170319500,-88.05,41.69
793,4000890_2,94000890,1,1170320100,1170333900,-88.11,41.68
794,4000890_2,10005903,1,1170334800,1170340200,-88.05,41.69
795,4000890_2,94000890,1,1170341100,1170344700,-88.11,41.68
796,4000890_2,10005903,1,1170345600,1170345900,-88.05,41.69
797,4000890_2,94000890,1,1170347400,1170298740,-88.11,41.68
798,4000890_3,94000890,1,1170298800,1170311400,-88.11,41.68
799,4000890_3,10008521,1,1170312900,1170340200,-88.2,41.68
800,4000890_3,94000890,1,1170342000,1170298740,-88.11,41.68
801,4000890_4,94000890,1,1170298800,1170311400,-88.11,41.68
802,4000890_4,10008658,1,1170312900,1170340200,-88.2,41.68
803,4000890_4,94000890,1,1170342000,1170298740,-88.11,41.68
804,4000890_5,94000890,1,1170298800,1170315000,-88.11,41.68
805,4000890_5,10008747,1,1170315900,1170340200,-88.05,41.69
806,4000890_5,94000890,1,1170341100,1170298740,-88.11,41.68
807,4000890_6,94000890,1,1170298800,1170315000,-88.11,41.68
808,4000890_6,10008775,1,1170315900,1170345600,-88.05,41.69
809,4000890_6,94000890,1,1170347400,1170298740,-88.11,41.68
810,4000890_7,94000890,1,1170298800,1170315000,-88.11,41.68
811,4000890_7,10005753,1,1170315900,1170340200,-88.05,41.69
812,4000890_7,94000890,1,1170341100,1170298740,-88.11,41.68
813,4000900_1,94000900,1,1170298800,1170329400,-87.69,42.02
814,4000900_1,20001313,1,1170330300,1170330420,-87.75,42.01
815,4000900_1,20001408,1,1170330900,1170331020,-87.75,42.03
816,4000900_1,20001498,1,1170331200,1170342900,-87.74,42.02
817,4000900_1,20001574,1,1170343200,1170345000,-87.75,42.03
818,4000900_1,20001408,1,1170345300,1170345420,-87.75,42.03
819,4000900_1,20001313,1,1170345720,1170345840,-87.75,42.01
820,4000900_1,94000900,1,1170346740,1170298740,-87.69,42.02
821,4000900_1,94000900,2,1170385200,1170409500,-87.69,42.02
822,4000900_1,20001861,2,1170410400,1170415800,-87.75,42.01
823,4000900_1,20001914,2,1170416400,1170420300,-87.76,42.01
824,4000900_1,20001949,2,1170420900,1170430200,-87.75,42.01
825,4000900_1,94000900,2,1170431400,1170385140,-87.69,42.02
826,4000912_1,94000912,1,1170298800,1170318000,-87.59,41.79
827,4000912_1,20010425,1,1170318600,1170318900,-87.59,41.79
828,4000912_1,94000912,1,1170319500,1170324000,-87.59,41.79
829,4000912_1,94000912,1,1170325800,1170298740,-87.59,41.79
830,4000912_1,94000912,2,1170385200,1170409800,-87.59,41.79
831,4000912_1,20003037,2,1170410400,1170410700,-87.59,41.8
832,4000912_1,94000912,2,1170411000,1170413400,-87.59,41.79
833,4000912_1,20003067,2,1170414000,1170414060,-87.58,41.79
834,4000912_1,20003037,2,1170414600,1170414660,-87.59,41.8
835,4000912_1,94000912,2,1170414900,1170414960,-87.59,41.79
836,4000912_1,20003103,2,1170415200,1170419400,-87.6,41.79
837,4000912_1,94000912,2,1170419700,1170445200,-87.59,41.79
838,4000912_1,20003127,2,1170446100,1170450000,-87.59,41.79
839,4000912_1,94000912,2,1170450900,1170385140,-87.59,41.79
840,4000912_2,94000912,1,1170298800,1170318000,-87.59,41.79
841,4000912_2,20009856,1,1170318600,1170318900,-87.59,41.79
842,4000912_2,20009950,1,1170319200,1170352800,-87.59,41.79
843,4000912_2,94000912,1,1170353100,1170298740,-87.59,41.79
844,4000912_2,94000912,2,1170385200,1170405000,-87.59,41.79
845,4000912_2,20009950,2,1170405900,1170421200,-87.59,41.79
