uid,locno,DAYNO,stime,etime,X_PUBLIC,Y_PUBLIC
846,4000912_2,94000912,2,1170422400,1170445200,-87.59,41.79
847,4000912_2,20003127,2,1170446100,1170450000,-87.59,41.79
848,4000912_2,94000912,2,1170450900,1170385140,-87.59,41.79
849,4000912_3,94000912,1,1170298800,1170315000,-87.59,41.79
850,4000912_3,20009615,1,1170318000,1170319800,-87.63,41.89
851,4000912_3,94000912,1,1170322800,1170324000,-87.59,41.79
852,4000912_3,94000912,1,1170325800,1170298740,-87.59,41.79
853,4000912_3,94000912,2,1170385200,1170409500,-87.59,41.79
854,4000912_3,20010284,2,1170410400,1170414000,-87.58,41.79
855,4000912_3,20003037,2,1170414600,1170414660,-87.59,41.8
856,4000912_3,94000912,2,1170414900,1170414960,-87.59,41.79
857,4000912_3,20003103,2,1170415200,1170419400,-87.6,41.79
858,4000912_3,94000912,2,1170419700,1170445200,-87.59,41.79
859,4000912_3,20003127,2,1170446100,1170450000,-87.59,41.79
860,4000912_3,94000912,2,1170450900,1170385140,-87.59,41.79
861,4000912_4,94000912,1,1170298800,1170316560,-87.59,41.79
862,4000912_4,20009771,1,1170316980,1170340800,-87.59,41.79
863,4000912_4,94000912,1,1170342000,1170342600,-87.59,41.79
864,4000912_4,20009615,1,1170343200,1170344700,-87.63,41.89
865,4000912_4,94000912,1,1170345600,1170298740,-87.59,41.79
866,4000912_4,94000912,2,1170385200,1170445200,-87.59,41.79
867,4000912_4,20003127,2,1170446100,1170450000,-87.59,41.79
868,4000912_4,94000912,2,1170450900,1170385140,-87.59,41.79
869,4000912_5,94000912,1,1170298800,1170316500,-87.59,41.79
870,4000912_5,20009856,1,1170316800,1170340800,-87.59,41.79
871,4000912_5,94000912,1,1170341400,1170298740,-87.59,41.79
872,4000912_5,94000912,2,1170385200,1170409800,-87.59,41.79
873,4000912_5,20003037,2,1170410400,1170414660,-87.59,41.8
874,4000912_5,94000912,2,1170414900,1170421200,-87.59,41.79
875,4000912_5,94000912,2,1170421800,1170422400,-87.59,41.79
876,4000912_5,94000912,2,1170423000,1170445200,-87.59,41.79
877,4000912_5,20003127,2,1170446100,1170450000,-87.59,41.79
878,4000912_5,94000912,2,1170450900,1170385140,-87.59,41.79
879,4000912_6,94000912,1,1170298800,1170318000,-87.59,41.79
880,4000912_6,20009890,1,1170318600,1170318900,-87.59,41.79
881,4000912_6,94000912,1,1170341400,1170298740,-87.59,41.79
882,4000912_6,94000912,2,1170385200,1170421200,-87.59,41.79
883,4000912_6,94000912,2,1170421800,1170422400,-87.59,41.79
884,4000912_6,94000912,2,1170423000,1170445200,-87.59,41.79
885,4000912_6,20003127,2,1170446100,1170450000,-87.59,41.79
886,4000912_6,94000912,2,1170450900,1170385140,-87.59,41.79
887,4000918_1,94000918,1,1170298800,1170318600,-87.68,42
888,4000918_1,20011734,1,1170322980,1170349200,-87.67,41.87
889,4000918_1,94000918,1,1170354000,1170298740,-87.68,42
890,4000918_1,94000918,2,1170385200,1170405000,-87.68,42
891,4000918_1,20011734,2,1170409380,1170435600,-87.67,41.87
892,4000918_1,94000918,2,1170440400,1170385140,-87.68,42
893,4000943_1,94000943,1,1170298800,1170314100,-87.9,41.92
894,4000943_1,10009532,1,1170316200,1170351000,-88.18,42.11
895,4000943_1,10001359,1,1170351660,1170352080,-88.16,42.01
896,4000943_1,10001434,1,1170353520,1170354480,-87.94,41.93
897,4000943_1,94000943,1,1170354900,1170362160,-87.9,41.92
898,4000943_1,10001555,1,1170364080,1170298740,-87.61,41.85
899,4000943_2,94000943,1,1170298800,1170315000,-87.9,41.92
900,4000943_2,10001632,1,1170315660,1170316020,-87.9,41.94
901,4000943_2,10009007,1,1170317040,1170359700,-87.79,41.94
902,4000943_2,94000943,1,1170361440,1170298740,-87.9,41.92
903,4000943_3,94000943,1,1170298800,1170298740,-87.9,41.92
904,4000945_1,94000945,1,1170298800,1170344100,-88.14,42.22
905,4000945_1,10001268,1,1170345480,1170349920,-88.03,42.1
906,4000945_1,10001360,1,1170352020,1170354600,-88.25,42.19
907,4000945_1,10001435,1,1170354900,1170357000,-88.22,42.17
908,4000945_1,94000945,1,1170357600,1170298740,-88.14,42.22
909,4000966_1,94000966,1,1170298800,1170313500,-88.32,42.22
910,4000966_1,20009857,1,1170313800,1170313860,-88.34,42.22
911,4000966_1,20010457,1,1170319500,1170351900,-87.81,42.13
912,4000966_1,94000966,1,1170356400,1170360900,-88.32,42.22
913,4000966_1,20003436,1,1170361500,1170366300,-88.31,42.23
914,4000966_1,20003445,1,1170367200,1170368100,-88.28,42.2
915,4000966_1,94000966,1,1170368700,1170298740,-88.32,42.22
916,4000966_1,94000966,2,1170385200,1170408600,-88.32,42.22
917,4000966_1,20003471,2,1170409200,1170410700,-88.28,42.2
918,4000966_1,20003476,2,1170411900,1170417000,-88.28,42.2
919,4000966_1,20003445,2,1170417600,1170418500,-88.28,42.2
920,4000966_1,94000966,2,1170419100,1170385140,-88.32,42.22
921,4000966_2,94000966,1,1170298800,1170298740,-88.32,42.22
922,4000966_2,94000966,2,1170385200,1170408600,-88.32,42.22
923,4000966_2,20003471,2,1170409200,1170410700,-88.28,42.2
924,4000966_2,20003476,2,1170411900,1170417000,-88.28,42.2
925,4000966_2,20003445,2,1170417600,1170418500,-88.28,42.2
926,4000966_2,94000966,2,1170419100,1170421200,-88.32,42.22
927,4000966_2,20003519,2,1170421500,1170432000,-88.32,42.22
928,4000966_2,94000966,2,1170432300,1170385140,-88.32,42.22
929,4000966_3,94000966,1,1170298800,1170298740,-88.32,42.22
930,4000966_3,94000966,2,1170385200,1170408600,-88.32,42.22
931,4000966_3,20003471,2,1170409200,1170410700,-88.28,42.2
932,4000966_3,20003476,2,1170411900,1170417000,-88.28,42.2
933,4000966_3,20003445,2,1170417600,1170418500,-88.28,42.2
934,4000966_3,94000966,2,1170419100,1170385140,-88.32,42.22
935,4000966_4,94000966,1,1170298800,1170322200,-88.32,42.22
936,4000966_4,20009772,1,1170325800,1170336600,-88.05,42.05
937,4000966_4,94000966,1,1170340200,1170298740,-88.32,42.22
938,4000966_4,94000966,2,1170385200,1170424800,-88.32,42.22
939,4000966_4,20003519,2,1170425100,1170426000,-88.32,42.22
940,4000966_4,94000966,2,1170426300,1170385140,-88.32,42.22
941,4000966_5,94000966,1,1170298800,1170313500,-88.32,42.22
942,4000966_5,20009857,1,1170313800,1170341400,-88.34,42.22
943,4000966_5,94000966,1,1170342300,1170343800,-88.32,42.22
944,4000966_5,20003380,1,1170344400,1170352800,-88.28,42.2
945,4000966_5,94000966,1,1170353400,1170298740,-88.32,42.22
946,4000966_5,94000966,2,1170385200,1170385140,-88.32,42.22
947,4000966_6,94000966,1,1170298800,1170315000,-88.32,42.22
948,4000966_6,20003381,1,1170316500,1170349200,-88.51,42.11
949,4000966_6,94000966,1,1170351000,1170298740,-88.32,42.22
950,4000966_6,94000966,2,1170385200,1170441900,-88.32,42.22
951,4000966_6,20003545,2,1170442500,1170450900,-88.31,42.23
952,4000966_6,94000966,2,1170451500,1170385140,-88.32,42.22
953,4000982_1,94000982,1,1170298800,1170314400,-87.66,41.76
954,4000982_1,10001269,1,1170314520,1170314580,-87.66,41.76
955,4000982_1,10009290,1,1170315000,1170327600,-87.61,41.87
956,4000982_1,10001436,1,1170328800,1170329400,-87.66,41.77
957,4000982_1,94000982,1,1170329700,1170333900,-87.66,41.76
958,4000982_1,10001556,1,1170334200,1170349200,-87.67,41.76
959,4000982_1,10001596,1,1170350100,1170351000,-87.73,41.76
960,4000982_1,94000982,1,1170351900,1170298740,-87.66,41.76
961,4001025_1,94001025,1,1170298800,1170318000,-87.65,41.84
962,4001025_1,20001314,1,1170318600,1170319200,-87.65,41.84
963,4001025_1,20010779,1,1170320700,1170328500,-87.59,41.79
964,4001025_1,20010779,1,1170330300,1170346200,-87.59,41.79
965,4001025_1,20001314,1,1170347400,1170348600,-87.65,41.84
966,4001025_1,94001025,1,1170349200,1170298740,-87.65,41.84
967,4001025_1,94001025,2,1170385200,1170404100,-87.65,41.84
968,4001025_1,20001314,2,1170404700,1170405600,-87.65,41.84
969,4001025_1,20002051,2,1170406800,1170419400,-87.64,41.97
970,4001025_1,20010779,2,1170422100,1170433800,-87.59,41.79
971,4001025_1,94001025,2,1170435000,1170385140,-87.65,41.84
972,4001025_2,94001025,1,1170298800,1170319800,-87.65,41.84
973,4001025_2,20010175,1,1170320580,1170346500,-87.62,41.81
974,4001025_2,20001314,1,1170347400,1170348300,-87.65,41.84
975,4001025_2,20001862,1,1170349200,1170349500,-87.68,41.79
976,4001025_2,20009573,1,1170351000,1170358200,-87.61,41.72
977,4001025_2,94001025,1,1170360000,1170298740,-87.65,41.84
978,4001025_2,94001025,2,1170385200,1170405600,-87.65,41.84
979,4001025_2,20010175,2,1170406620,1170433080,-87.62,41.81
980,4001025_2,20001314,2,1170433800,1170434400,-87.65,41.84
981,4001025_2,94001025,2,1170435000,1170439320,-87.65,41.84
982,4001025_2,20002184,2,1170440400,1170442800,-87.69,41.81
983,4001025_2,94001025,2,1170444000,1170385140,-87.65,41.84
984,4001025_3,94001025,1,1170298800,1170318000,-87.65,41.84
985,4001025_3,20001314,1,1170318600,1170348600,-87.65,41.84
986,4001025_3,94001025,1,1170349200,1170298740,-87.65,41.84
987,4001025_3,94001025,2,1170385200,1170404100,-87.65,41.84
988,4001025_3,20001314,2,1170404700,1170434400,-87.65,41.84
989,4001025_3,94001025,2,1170435000,1170385140,-87.65,41.84
990,4001041_1,94001041,1,1170298800,1170332100,-87.67,42.02
991,4001041_1,20002945,1,1170332700,1170333900,-87.68,42.02
992,4001041_1,94001041,1,1170334800,1170298740,-87.67,42.02
993,4001041_1,94001041,2,1170385200,1170385140,-87.67,42.02
994,4001041_2,94001041,1,1170298800,1170326100,-87.67,42.02
995,4001041_2,20010181,1,1170327600,1170352800,-87.68,42.03
996,4001041_2,20002945,1,1170354300,1170355200,-87.68,42.02
997,4001041_2,94001041,1,1170356400,1170298740,-87.67,42.02
998,4001041_2,94001041,2,1170385200,1170428400,-87.67,42.02
999,4001041_2,20003095,2,1170430200,1170435600,-87.71,42.06
